id,japones,hiragana,romaji,traduccion
714,気を付ける,きをつける,kiwotsukeru,tener cuidado
715,守る,まもる,mamoru,proteger
716,もちろん,もちろん,mochiron,Por supuesto / Claro
717,やはり,やはり,yahari,también
718,いくら,いくら,ikura,cuánto / cuánto cuesta
719,よろしく,よろしく,yoroshiku,Encantado / a
720,どなた,どなた,donata,¿Quién?
721,許す,ゆるす,yurusu,perdonar
722,分ける,わける,wakeru,Separado
723,自然,しぜん,shizen,Naturaleza
724,アパート,あぱーと,apa-to,Departamento
725,ホテル,ほてる,hoteru,Hotel
726,パソコン,ぱそこん,pasokon,Ordenador personal (PC)
727,うまい,うまい,umai,sabroso / hábil
728,明るい,あかるい,akarui,brillante
729,急ぐ,いそぐ,isogu,Apurarse
730,歌,うた,uta,canción
731,中学校,ちゅうがっこう,chuugakkou,escuela secundaria
732,テスト,てすと,tesuto,prueba
733,ポスト,ぽすと,posuto,correo
734,ハンカチ,はんかち,hankachi,Pañuelo
735,髪,かみ,kami,cabello
736,帽子,ぼうし,boushi,sombrero
737,被る,かぶる,kaburu,ponerse (sombrero) / cubrirse
738,ブラウス,ぶらうす,burausu,Blusa
739,週末,しゅうまつ,shuumatsu,fin de semana
740,先週,せんしゅう,senshuu,la semana pasada
741,再来週,さらいしゅう,saraishuu,la semana después de la próxima
742,いつか,いつか,itsuka,algún día
743,宿題,しゅくだい,shukudai,tarea
744,鍵,かぎ,kagi,llave
745,傘,かさ,kasa,paraguas
746,乗り換える,のりかえる,norikaeru,hacer transbordo
747,向かう,むかう,mukau,dirigirse a
748,本屋,ほんや,honya,librería
749,お茶,おちゃ,ocha,té
750,改札口,かいさつぐち,kaisatsuguchi,Puerta de entrada
751,晴れ,はれ,hare,soleado
752,バス停,バスてい,basutei,parada de autobús
753,曇り,くもり,kumori,nublado
754,塩,しお,shio,sal
755,たくさん,たくさん,takusan,mucho
756,大嫌い,だいきらい,daikirai,odiar
757,中,なか,naka,Adentro
758,二階,にかい,nikai,Segundo piso
759,無くす,なくす,nakusu,perder
760,まあまあ,まあまあ,maamaa,regular / así así
761,黄色,きいろ,kiiro,amarillo
762,ランチ,らんち,ranchi,almuerzo
763,魚,さかな,sakana,pez
764,味,あじ,aji,gusto
765,りんご,りんご,ringo,manzana
766,みかん,みかん,mikan,mandarina
767,皿,さら,sara,plato
768,コーヒー,こーひー,ko-hi-,café
769,コップ,こっぷ,koppu,Vaso
770,二人,ふたり,futari,Dos
771,止む,やむ,yamu,dejar de (llover)
772,九,きゅう / く,kyuu,Nueve
773,昼間,ひるま,hiruma,durante el día / de día
774,いつ頃,いつごろ,itsugoro,hacia cuándo / cuándo aprox.
775,字,じ,ji,Personaje
777,お釣り,おつり,otsuri,cambio (dinero)
778,名字,みょうじ,myouji,Apellido
779,おじ,おじ,oji,Tío
780,おば,おば,oba,Tía
781,祖父,そふ,sofu,abuelo
782,祖母,そぼ,sobo,abuela
783,大事,だいじ,daiji,Importante
784,見方,みかた,mikata,manera de ver / punto de vista
785,鳥,とり,tori,pájaro
786,犬,いぬ,inu,perro
787,返事,へんじ,henji,responder
788,また,また,mata,Otra vez / De nuevo / También
789,年間,ねんかん,nenkan,anual
790,青,あお,ao,Azul
791,赤,あか,aka,rojo
792,信号,しんごう,shingou,señal
794,非常に,ひじょうに,hijouni,Muy
795,複雑,ふくざつ,fukuzatsu,complicado
796,平和,へいわ,heiwa,paz
797,回る,まわる,mawaru,girar / dar vueltas
798,若者,わかもの,wakamono,Jóvenes
799,雪,ゆき,yuki,nieve
801,思い出す,おもいだす,omoidasu,recordar
802,聞こえる,きこえる,kikoeru,oírse
803,借りる,かりる,kariru,pedir prestado
804,返す,かえす,kaesu,devolver
805,受け取る,うけとる,uketoru,recibir
806,捨てる,すてる,suteru,tirar / desechar
807,一緒,いっしょ,issho,juntos
808,遊び,あそび,asobi,juego / diversión
809,移す,うつす,utsusu,Transferir
810,大きさ,っおきさ,ookisa,Tamaño
811,考え,かんがえ,kangae,pensamiento
812,空港,くうこう,kuukou,aeropuerto
813,出発,しゅっぱつ,shuppatsu,partida
814,地図,ちず,chizu,mapa
815,運転,うんてん,unten,conducción
816,降りる,おりる,oriru,Bajar
817,ガス,がす,gasu,Gas
818,必ず,かならず,kanarazu,seguramente
819,カメラ,かめら,kamera,cámara
820,通う,かよう,kayou,ir a
821,急に,きゅうに,kyuuni,De repente
822,サラリーマン,さらりーまん,sarari-man,Salaryman
823,給料,きゅうりょう,kyuuryou,salario
824,曲,きょく,kyoku,canción
825,切れる,きれる,kireru,cortarse / acabarse / romperse
826,正しい,ただしい,tadashii,correcto
827,苦しい,くるしい,kurushii,doloroso
828,細かい,こまかい,komakai,detallado / minucioso
829,静か,しずか,shizuka,tranquilo
830,健康,けんこう,kenkou,salud
831,ゴルフ,ごるふ,gorufu,Golf
832,コース,こーす,ko-su,curso
833,頼む,たのむ,tanomu,pedir / rogar / encargar
834,困る,こまる,komaru,en problemas
835,ずっと,ずっと,zutto,todo el tiempo / Mucho más
836,例えば,たとえば,tatoeba,Por ejemplo
837,つもり,つもり,tsumori,intención / propósito
838,しばらく,しばらく,shibaraku,por un tiempo
839,紹介,しょうかい,shoukai,introducción
840,小学校,しょうがっこう,shougakkou,escuela primaria
841,公園,こうえん,kouen,parque
842,中学,ちゅうがく,chuugaku,Escuela secundaria
843,成績,せいせき,seiseki,Resultados
844,教科書,きょうかしょ,kyoukasho,libro de texto
845,席,せき,seki,asiento
846,教室,きょうしつ,kyoushitsu,aula
847,教師,きょうし,kyoushi,maestro
848,試験,しけん,shiken,prueba
849,合格,ごうかく,goukaku,aprobado / aprobar
850,数学,すうがく,suugaku,Matemáticas
851,数字,すうじ,suuji,Números
852,音楽,おんがく,ongaku,música
853,食事,しょくじ,shokuji,comida
854,壁,かべ,kabe,muro
855,信じる,しんじる,shinjiru,creer
856,育てる,そだてる,sodateru,criar / cultivar
857,倒れる,たおれる,taoreru,Caer
858,落とす,おとす,otosu,Dejar caer
859,代わる,かわる,kawaru,reemplazar
860,タクシー,たくしー,takushi-,Taxi
861,確か,たしか,tashika,Ciertamente
862,立てる,たてる,tateru,Ponerse de pie
863,中学生,ちゅうがくせい,chuugakusei,Estudiantes de secundaria
864,売れる,うれる,ureru,venderse
865,着く,つく,tsuku,llegar
866,決まる,きまる,kimaru,decidirse / quedar decidido
867,飾る,かざる,kazaru,decorar
868,殺す,ころす,korosu,matar
869,下げる,さげる,sageru,bajar
870,贈る,おくる,okuru,dar
871,訪ねる,たずねる,tazuneru,visitar / preguntar
872,打つ,うつ,utsu,golpear / escribir / disparar
873,相談,そうだん,soudan,consulta
874,玄関,げんかん,genkan,entrada
875,兄弟,きょうだい,kyoudai,Hermanos
876,長男,ちょうなん,chounan,Hijo mayor
877,高さ,たかさ,takasa,altura
878,用,よう,you,asunto / uso
879,時代,じだい,jidai,La época
880,位置,いち,ichi,posición
881,季節,きせつ,kisetsu,estación
882,穴,あな,ana,agujero
883,裏,うら,ura,atrás
884,島,しま,shima,isla
885,海岸,かいがん,kaigan,Costa
886,ガラス,がらす,garasu,Vidrio / Cristal
888,風,かぜ,kaze,viento
889,科学,かがく,kagaku,Ciencia
890,太陽,たいよう,taiyou,solar
891,台風,たいふう,taifuu,tifón
892,北,きた,kita,Norte
893,馬,うま,uma,caballo
894,牛肉,ぎゅうにく,gyuuniku,carne de res
895,雑誌,ざっし,zasshi,revista
896,小説,しょうせつ,shousetsu,novela
897,大使館,たいしかん,taishikan,embajada
898,故障,こしょう,koshou,avería / fallo
899,温度,おんど,ondo,temperatura
900,何か,なにか,nanika,algo
901,向こう,むこう,mukou,Allí
902,真ん中,まんなか,mannaka,medio
903,遠く,とおく,tooku,lejos
904,横,よこ,yoko,al lado de
905,つまらない,つまらない,tsumaranai,Aburrido
906,素晴らしい,すばらしい,subarashii,maravilloso
907,毎年,まいとし / まいねん,maitoshi / mainen,cada año / todos los años
908,来月,らいげつ,raigetsu,mes próximo
909,日時,にちじ,nichiji,Fecha y hora
910,夕方,ゆうがた,yuugata,tarde / atardecer
911,通る,とおる,tooru,pasar / atravesar
912,自動車,じどうしゃ,jidousha,auto
913,慣れる,なれる,nareru,Acostumbrarse
914,撮る,とる,toru,tomar una foto
915,やっと,やっと,yatto,por fin
916,どんどん,どんどん,dondon,cada vez más / rápidamente
917,並べる,ならべる,naraberu,Arreglar
918,逃げる,にげる,nigeru,huir
919,渡す,わたす,watasu,Entregar
920,値段,ねだん,nedan,precio
921,両方,りょうほう,ryouhou,ambos
922,約束,やくそく,yakusoku,promesa
923,一部,いちぶ,ichibu,parte
924,ラジオ,らじお,rajio,Radio
925,入院,にゅういん,nyuuin,hospitalización
926,ニュース,にゅーす,nyu-su,noticias
927,旅行,りょこう,ryokou,viaje
928,用意,ようい,youi,preparación
929,伸びる,のびる,nobiru,extender
930,パーティー,ぱーてぃー,pa-ti-,fiesta
931,ビール,びーる,bi-ru,Cerveza
932,早く,はやく,hayaku,rápidamente
933,番組,ばんぐみ,bangumi,programa
934,ビデオ,びでお,bideo,video
935,増やす,ふやす,fuyasu,aumentar
936,振る,ふる,furu,agitar
937,迎える,むかえる,mukaeru,recibir / dar la bienvenida
938,無理,むり,muri,Imposible
939,珍しい,めずらしい,mezurashii,extraño
940,有名,ゆうめい,yuumei,famoso
941,喜ぶ,よろこぶ,yorokobu,ser feliz
942,留学,りゅうがく,ryuugaku,estudiar en el extranjero
943,料理,りょうり,ryouri,cocina / comida
944,野菜,やさい,yasai,verduras
945,分かれる,わかれる,wakareru,Dividido
946,特別,とくべつ,tokubetsu,especial
947,理由,りゆう,riyuu,razón
948,自由,じゆう,jiyuu,Libertad
949,方向,ほうこう,houkou,dirección
950,残る,のこる,nokoru,quedar / permanecer
951,ビル,びる,biru,edificio
952,まとめる,まとめる,matomeru,resumir / reunir
953,流れる,ながれる,nagareru,fluir
954,セーター,せーたー,se-ta-,suéter
955,シャツ,しゃつ,shatsu,Camisa
956,洗濯,せんたく,sentaku,lavado / colada
957,間違える,まちがえる,machigaeru,equivocarse
958,アイスクリーム,あいすくりーむ,aisukuri-mu,Helado
959,乾く,かわく,kawaku,seco
960,冷める,さめる,sameru,Se está enfriando
961,色々,いろいろ,iroiro,varios
962,持って行く,もっていく,motteiku,llevar
963,着替える,きがえる,kigaeru,Cambiar de ropa
964,石鹸,せっけん,sekken,jabón
965,野球,やきゅう,yakyuu,béisbol
966,昼食,ひゅうしょく,chyuushoku,almuerzo
967,朝食,ちょうしょく,choushoku,desayuno
968,眠る,ねむる,nemuru,dormir
969,初め,はじめ,hajime,comienzo
970,火,ひ,hi,fuego
971,西,にし,nishi,Oeste
972,東,ひがし,higashi,este
973,南,みなみ,minami,Sur
974,夕食,ゆうしょく,yuushoku,cena
975,なかなか,なかなか,nakanaka,Bastante
976,励ます,はげます,hagemasu,alentar
977,涙,なみだ,namida,lágrimas
978,夢,ゆめ,yume,sueño
979,職場,しょくば,shokuba,lugar de trabajo
980,隣,となり,tonari,al lado / vecino
981,マンション,まんしょん,manshon,Condominio / Edificio de apartamentos
982,エレベーター,えれべーたー,erebe-ta-,Ascensor
983,窓,まど,mado,ventana
984,押す,おす,osu,empujar
985,入学,にゅうがく,nyuugaku,ingreso escolar / matrícula
986,戸,と,to,puerta
987,通り,とおり,toori,calle
988,亡くなる,なくなる,nakunaru,fallecer
989,夫婦,ふうふ,fuufu,pareja
990,女性,じょせい,josei,mujer
991,森,もり,mori,bosque
992,トラック,とらっく,torakku,camión
993,レコード,れこーど,reko-do,registro
994,熱,ねつ,netsu,calor
995,ページ,ぺーじ,pe-ji,página
996,踊る,おどる,odoru,bailar
997,長さ,ながさ,nagasa,longitud
998,厚さ,あつさ,atsusa,Espesor
999,秘密,ひみつ,himitsu,secreto
1000,凄い,すごい,sugoi,asombroso
1001,親切,しんせつ,shinsetsu,amable / bondadoso
1002,絶対,ぜったい,zettai,absoluto
1003,先月,せんげつ,sengetsu,mes pasado
1004,一昨年,おととし,ototoshi,anteayer / hace dos años
1005,冬休み,ふゆやすみ,fuyuyasumi,Vacaciones de invierno
1006,夏休み,なつやすみ,natsuyasumi,Vacaciones de verano
1007,休日,きゅうじつ,kyuujitsu,día festivo
1008,正月,しょうがつ,shougatsu,Año Nuevo
1009,思い出,おもいで,omoide,memoria
1010,たまに,たまに,tamani,a veces
1011,おかしい,おかしい,okashii,extraño
1012,浅い,あさい,asai,poco profundo
1013,君,きみ,kimi,tú
1014,奥さん,おくさん,okusan,Esposa
1015,赤ちゃん,あかちゃん,akachan,bebé
1016,小学生,しょうがくせい,shougakusei,estudiante de primaria
1017,貸す,かす,kasu,prestar
1018,数える,かぞえる,kazoeru,contar
1019,生む,うむ,umu,dar a luz
1020,育つ,そだつ,sodatsu,crecer
1021,是非,ぜひ,zehi,sin falta / por favor
1022,黒,くろ,kuro,negro
1023,おもちゃ,おもちゃ,omocha,Juguetes
1024,靴,くつ,kutsu,zapatos
1025,連絡,れんらく,renraku,contacto
1026,伝言,でんごん,dengon,mensaje
1027,下がる,さがる,sagaru,bajar / descender
1028,泳ぐ,およぐ,oyogu,nadar
1029,アルバイト,あるばいと,arubaito,trabajo a tiempo parcial
1030,コート,こーと,ko-to,Abrigo
1031,趣味,しゅみ,shumi,pasatiempo
1032,散歩,さんぽ,sanpo,paseo
1033,幸せ,しあわせ,shiawase,felicidad
1034,安心,あんしん,anshin,tranquilidad de espíritu
1035,大勢,っおぜい,oozei,gran multitud
1036,医者,いしゃ,isha,doctor
1037,運転手,うんてんしゅ,untenshu,Conductor
1038,新幹線,しんかんせん,shinkansen,tren de bala
1039,往復,おうふく,oufuku,ida y vuelta
1040,コピー,こぴー,kopi-,copia / fotocopia
1041,奥,おく,oku,interior / fondo
1042,重さ,おもさ,omosa,Peso
1043,親しい,したしい,shitashii,íntimo / cercano
1044,修理,しゅうり,shuuri,reparar
1045,カード,かーど,ka-do,tarjeta
1046,挨拶,あいさつ,aisatsu,saludo
1047,階段,かいだん,kaidan,Escaleras
1048,配る,くばる,kubaru,repartir
1049,断る,ことわる,kotowaru,rechazar
1050,グラム,ぐらむ,guramu,Gramo
1051,濃い,こい,koi,oscuro
1052,壊す,こわす,kowasu,romper
1053,桜,さくら,sakura,flores de cereza
1054,仕方,しかた,shikata,manera / modo
1055,絵,え,e,imagen
1056,気温,きおん,kion,temperatura
1057,品物,しなもの,shinamono,bienes
1058,吸う,すう,suu,inhalar
1059,案内,あんない,annai,guía / información
1060,スキー,すきー,suki-,Esquiar
1061,金持ち,かねもち,kanemochi,Rico
1062,尋ねる,たずねる,tazuneru,preguntar
1063,叩く,たたく,tataku,Golpear
1064,帰り,かえり,kaeri,vuelta / regreso
1065,卵,たまご,tamago,huevo
1066,氷,こおり,koori,hielo
1067,留学生,りゅうがくせい,ryuugakusei,estudiante internacional
1068,ソフト,そふと,sofuto,suave
1069,歯医者,はいしゃ,haisha,dentista
1070,蹴る,ける,keru,Patada
1071,敷く,しく,shiku,Ponerlo
1072,ひととき,ひととき,hitotoki,Un momento
1073,交通事故,こうつうじこ,koutsuujiko,Accidente de tráfico
1074,遭う,あう,au,sufrir / encontrarse con
1075,招待,しょうたい,shoutai,invitación
1076,咲く,さく,saku,florecer
1077,二十歳,はたち,hatachi,Veinte años
1078,銀,ぎん,gin,plata
1079,内側,うちがわ,uchigawa,Adentro
1080,池,いけ,ike,estanque
1081,石,いし,ishi,piedra
1082,愛,あい,ai,amor
1083,課,か,ka,Sección
1084,大学院,だいがくいん,daigakuin,Escuela de posgrado
1085,台所,だいどころ,daidokoro,cocina
1086,カラー,からー,kara-,color
1087,すり,すり,suri,carterista
1088,キャンプ,きゃんぷ,kyanpu,Acampada / Camping
1089,オートバイ,おーとばい,o-tobai,motocicleta
1090,建つ,たつ,tatsu,erigirse / construirse
1091,刺す,さす,sasu,pinchar / clavar
1092,言い方,っいかた,iikata,Cómo decirlo
1093,沈む,しずむ,shizumu,hundirse
1094,組み立てる,くみたてる,kumitateru,armar
1095,恐ろしい,おそろしい,osoroshii,horrible
1096,外人,がいじん,gaijin,extranjero
1097,牛,うし,ushi,ganado
1098,食堂,しょくどう,shokudou,comedor
1099,毎年,まいとし / まいねん,mainen,Cada año
1100,毎週,まいしゅう,maishuu,Cada semana
1101,何度,なんど,nando,Cuantas veces
1103,さっき,さっき,sakki,hace un tiempo
1104,久しぶり,ひさしぶり,hisashiburi,mucho tiempo sin verlo
1105,便利,べんり,benri,útil / conveniente
1106,迷惑,めいわく,meiwaku,molesto
1107,そんなに,~ない,sonnani,entonces
1108,びっくりする,びっくりする,bikkurisuru,sorprenderse
1109,足りる,たりる,tariru,Es suficiente
1110,疲れる,つかれる,tsukareru,Cansado
1111,ひどい,ひどい,hidoi,horrible
1112,全然,+neg,zenzen,en absoluto / para nada
1113,猫,ねこ,neko,gato
1114,デパート,でぱーと,depa-to,Grandes almacenes
1115,トイレ,といれ,toire,baño
1116,地下鉄,ちかてつ,chikatetsu,metro
1117,駐車場,ちゅうしゃじょう,chuushajou,aparcamiento
1118,ぶつかる,ぶつかる,butsukaru,Choque
1119,運賃,うんちん,unchin,tarifa
1120,通学,つうがく,tsuugaku,ir a la escuela
1121,見送る,みおくる,miokuru,despedir / acompañar a la salida
1122,泣く,なく,naku,llorar
1123,レストラン,れすとらん,resutoran,Restaurante
1124,メモ,めも,memo,Nota
1125,予約,よやく,yoyaku,reserva
1126,番号,ばんごう,bangou,número
1127,注文,ちゅうもん,chuumon,orden
